,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12
1142,True,https://www.amazon.com/Internet-Marketing/b?ie=UTF8&node=8493758011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,E-commerce,Marketing,Marketing,,,,
1143,True,https://www.amazon.com/Online-Banking/b?ie=UTF8&node=154897011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,E-commerce,Marketing,Online Banking,,,,
1144,True,https://www.amazon.com/Online-Trading/b?ie=UTF8&node=154898011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,E-commerce,Marketing,Online Trading,,,,
1145,True,https://www.amazon.com/Online-Banking/b?ie=UTF8&node=154897011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,E-commerce,Online Banking,,,,,
1146,True,https://www.amazon.com/Online-Trading/b?ie=UTF8&node=154898011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,E-commerce,Online Trading,,,,,
1147,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,,,,,,
1148,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Agriculture,,,,,
1149,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Automobile Industry,,,,,
1150,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Banks & Banking,,,,,
1151,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Consulting,,,,,
1152,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Customer Relations,,,,,
1153,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,E-commerce,,,,,
1154,True,https://www.amazon.com/Auctions-Small-Business/b?ie=UTF8&node=8493757011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,E-commerce,Auctions & Small Business,,,,
1155,True,https://www.amazon.com/Internet-Marketing/b?ie=UTF8&node=8493758011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,E-commerce,Marketing,,,,
1156,True,https://www.amazon.com/Online-Banking/b?ie=UTF8&node=154897011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,E-commerce,Online Banking,,,,
1157,True,https://www.amazon.com/Online-Trading/b?ie=UTF8&node=154898011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,E-commerce,Online Trading,,,,
1158,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,,,,,
1159,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Agriculture,,,,
1160,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Automobile Industry,,,,
1161,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Banks & Banking,,,,
1162,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Consulting,,,,
1163,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Customer Relations,,,,
1164,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,E-commerce,,,,
1165,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Fashion & Textile,,,,
1166,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Financial Services,,,,
1167,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,"Hospitality, Travel & Tourism",,,,
1168,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Human Resources & Personnel Management,,,,
1169,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Information Management,,,,
1170,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Insurance,,,,
1171,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Manufacturing,,,,
1172,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Media & Communications,,,,
1173,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,,,,
1174,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,,,,
1175,True,https://www.amazon.com/Nonprofit-Organizations-Charities/b?ie=UTF8&node=154928011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Nonprofit Organizations & Charities,,,,
1176,True,https://www.amazon.com/Oil-Energy-Industry/b?ie=UTF8&node=8493770011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Oil & Energy,,,,
1177,True,https://www.amazon.com/Park-Recreation-Management/b?ie=UTF8&node=8493771011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Park & Recreation Management,,,,
1178,True,https://www.amazon.com/Pharmaceutical-Biotechnology-Industry/b?ie=UTF8&node=8493773011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Pharmaceutical & Biotechnology,,,,
1179,True,https://www.amazon.com/Purchasing-Buying-Industry/b?ie=UTF8&node=154929011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Purchasing & Buying,,,,
1180,True,https://www.amazon.com/Restaurant-Food-Industry/b?ie=UTF8&node=8493776011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Restaurant & Food,,,,
1181,True,https://www.amazon.com/Retailing-Industry/b?ie=UTF8&node=154936011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Retailing,,,,
1182,True,https://www.amazon.com/Service-Industry/b?ie=UTF8&node=8493777011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Service,,,,
1183,True,https://www.amazon.com/Sports-Entertainment-Industry/b?ie=UTF8&node=8493778011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Sports & Entertainment,,,,
1184,True,https://www.amazon.com/Transportation-Industry/b?ie=UTF8&node=8493781011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Fashion & Textile,Transportation,,,,
1185,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,,,,,
1186,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Agriculture,,,,
1187,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Automobile Industry,,,,
1188,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Banks & Banking,,,,
1189,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Consulting,,,,
1190,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Customer Relations,,,,
1191,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,E-commerce,,,,
1192,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Fashion & Textile,,,,
1193,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Financial Services,,,,
1194,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,"Hospitality, Travel & Tourism",,,,
1195,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Human Resources & Personnel Management,,,,
1196,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Information Management,,,,
1197,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Insurance,,,,
1198,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Manufacturing,,,,
1199,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Media & Communications,,,,
1200,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Museum Administration & Museology,,,,
1201,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Natural Resource Extraction,,,,
1202,True,https://www.amazon.com/Nonprofit-Organizations-Charities/b?ie=UTF8&node=154928011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Nonprofit Organizations & Charities,,,,
1203,True,https://www.amazon.com/Oil-Energy-Industry/b?ie=UTF8&node=8493770011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Oil & Energy,,,,
1204,True,https://www.amazon.com/Park-Recreation-Management/b?ie=UTF8&node=8493771011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Park & Recreation Management,,,,
1205,True,https://www.amazon.com/Pharmaceutical-Biotechnology-Industry/b?ie=UTF8&node=8493773011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Pharmaceutical & Biotechnology,,,,
1206,True,https://www.amazon.com/Purchasing-Buying-Industry/b?ie=UTF8&node=154929011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Purchasing & Buying,,,,
1207,True,https://www.amazon.com/Restaurant-Food-Industry/b?ie=UTF8&node=8493776011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Restaurant & Food,,,,
1208,True,https://www.amazon.com/Retailing-Industry/b?ie=UTF8&node=154936011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Retailing,,,,
1209,True,https://www.amazon.com/Service-Industry/b?ie=UTF8&node=8493777011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Service,,,,
1210,True,https://www.amazon.com/Sports-Entertainment-Industry/b?ie=UTF8&node=8493778011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Sports & Entertainment,,,,
1211,True,https://www.amazon.com/Transportation-Industry/b?ie=UTF8&node=8493781011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Financial Services,Transportation,,,,
1212,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,"Hospitality, Travel & Tourism",,,,,
1213,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Human Resources & Personnel Management,,,,,
1214,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Information Management,,,,,
1215,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,,,,,
1216,True,https://www.amazon.com/Automotive-Insurance/b?ie=UTF8&node=157334011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Automobile,,,,
1217,True,https://www.amazon.com/Business-Insurance/b?ie=UTF8&node=154904011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Business,,,,
1218,True,https://www.amazon.com/Casualty-Insurance/b?ie=UTF8&node=154905011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Casualty,,,,
1219,True,https://www.amazon.com/Health-Insurance/b?ie=UTF8&node=154923011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Health,,,,
1220,True,https://www.amazon.com/Liability-Insurance/b?ie=UTF8&node=154924011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Liability,,,,
1221,True,https://www.amazon.com/Life-Insurance/b?ie=UTF8&node=154925011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Life,,,,
1222,True,https://www.amazon.com/Property-Insurance/b?ie=UTF8&node=8493761011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Property,,,,
1223,True,https://www.amazon.com/Risk-Management/b?ie=UTF8&node=154926011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Insurance,Risk Management,,,,
1224,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Manufacturing,,,,,
1225,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Media & Communications,,,,,
1226,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,,,,,
1227,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Agriculture,,,,
1228,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Automobile Industry,,,,
1229,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Banks & Banking,,,,
1230,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Consulting,,,,
1231,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Customer Relations,,,,
1232,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,E-commerce,,,,
1233,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Fashion & Textile,,,,
1234,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Financial Services,,,,
1235,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,"Hospitality, Travel & Tourism",,,,
1236,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Human Resources & Personnel Management,,,,
1237,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Information Management,,,,
1238,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Insurance,,,,
1239,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Manufacturing,,,,
1240,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Media & Communications,,,,
1241,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Museum Administration & Museology,,,,
1242,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Natural Resource Extraction,,,,
1243,True,https://www.amazon.com/Nonprofit-Organizations-Charities/b?ie=UTF8&node=154928011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Nonprofit Organizations & Charities,,,,
1244,True,https://www.amazon.com/Oil-Energy-Industry/b?ie=UTF8&node=8493770011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Oil & Energy,,,,
1245,True,https://www.amazon.com/Park-Recreation-Management/b?ie=UTF8&node=8493771011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Park & Recreation Management,,,,
1246,True,https://www.amazon.com/Pharmaceutical-Biotechnology-Industry/b?ie=UTF8&node=8493773011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Pharmaceutical & Biotechnology,,,,
1247,True,https://www.amazon.com/Purchasing-Buying-Industry/b?ie=UTF8&node=154929011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Purchasing & Buying,,,,
1248,True,https://www.amazon.com/Restaurant-Food-Industry/b?ie=UTF8&node=8493776011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Restaurant & Food,,,,
1249,True,https://www.amazon.com/Retailing-Industry/b?ie=UTF8&node=154936011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Retailing,,,,
1250,True,https://www.amazon.com/Service-Industry/b?ie=UTF8&node=8493777011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Service,,,,
1251,True,https://www.amazon.com/Sports-Entertainment-Industry/b?ie=UTF8&node=8493778011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Sports & Entertainment,,,,
1252,True,https://www.amazon.com/Transportation-Industry/b?ie=UTF8&node=8493781011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Museum Administration & Museology,Transportation,,,,
1253,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,,,,,
1254,True,https://www.amazon.com/Agriculture-Industry/b?ie=UTF8&node=8493749011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Agriculture,,,,
1255,True,https://www.amazon.com/Automobile-Industry/b?ie=UTF8&node=8493753011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Automobile Industry,,,,
1256,True,https://www.amazon.com/Banks-Banking/b?ie=UTF8&node=154892011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Banks & Banking,,,,
1257,True,https://www.amazon.com/Business-Consulting/b?ie=UTF8&node=154893011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Consulting,,,,
1258,True,https://www.amazon.com/Business-Money-Customer-Service-eBooks-Kindle/b?ie=UTF8&node=154894011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Customer Relations,,,,
1259,True,https://www.amazon.com/Industries-Professions-Business-Investing-eBooks/b?ie=UTF8&node=154895011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,E-commerce,,,,
1260,True,https://www.amazon.com/Fashion-Textile-Industry/b?ie=UTF8&node=8493759011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Fashion & Textile,,,,
1261,True,https://www.amazon.com/Financial-Services/b?ie=UTF8&node=8493760011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Financial Services,,,,
1262,True,https://www.amazon.com/Hospitality-Travel-Tourism/b?ie=UTF8&node=154901011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,"Hospitality, Travel & Tourism",,,,
1263,True,https://www.amazon.com/Human-Resources-Personnel-Management/b?ie=UTF8&node=154902011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Human Resources & Personnel Management,,,,
1264,True,https://www.amazon.com/Information-Management/b?ie=UTF8&node=154927011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Information Management,,,,
1265,True,https://www.amazon.com/Insurance/b?ie=UTF8&node=154903011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Insurance,,,,
1266,True,https://www.amazon.com/Manufacturing-Industry/b?ie=UTF8&node=8493763011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Manufacturing,,,,
1267,True,https://www.amazon.com/Media-Communications-Industry/b?ie=UTF8&node=8493764011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Media & Communications,,,,
1268,True,https://www.amazon.com/Museum-Administration-Museology/b?ie=UTF8&node=8493765011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Museum Administration & Museology,,,,
1269,True,https://www.amazon.com/Natural-Resource-Extraction-Industry/b?ie=UTF8&node=8493762011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Natural Resource Extraction,,,,
1270,True,https://www.amazon.com/Nonprofit-Organizations-Charities/b?ie=UTF8&node=154928011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Nonprofit Organizations & Charities,,,,
1271,True,https://www.amazon.com/Oil-Energy-Industry/b?ie=UTF8&node=8493770011,Kindle Store,Kindle eBooks,Business & Money,Industries,Fashion & Textile,Fashion & Textile,Natural Resource Extraction,Oil & Energy,,,,
